declon,declat,
-84.141541,-9.383694,
-82.817688,-9.737482,
-84.141541,-9.383694,
-55.965729,-20.095917,
-80.743892,-1.6805,
-77.52314,-1.082848,
-77.531805,-1.093557,
N/A,N/A,
-77.525457,-1.084737,
-77.50242,-1.065733,
N/A,N/A,
-76.779083,-6.016472,
-47.805217,-14.1447,
-59.618393,-26.79322,
-48.6127,-10.6455,
-77.527868,-1.086048,
-77.522422,-1.08262,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-80.373089,-0.6482,
-80.128343,-0.113525,
-58.359905,-31.824652,
-77.525129,-1.101556,
-77.526894,-1.098033,
-77.569583,-1.05767,
-75.074472,-5.456028,
-77.522307,-1.081676,
-77.52789,-1.086556,
-77.530322,-1.090598,
-58.037298,-32.521755,
-60.895852,-25.32757,
-58.779753,-27.922638,
-64.852836,-23.755205,
-77.526803,-1.083852,
-75.893762,-5.73061,
-55.22073,-4.91675,
-47.209722,-23.090278,
-49.13,-22.41,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-48.099722,-21.72,
-48.099722,-21.72,
N/A,N/A,
N/A,N/A,
-73.47336,-9.64475,
-73.47336,-9.64475,
-73.47336,-9.64475,
-73.47336,-9.64475,
-73.46233,-9.65721,
-73.50135,-9.70021,
-73.48538,-9.66179,
-73.48538,-9.66179,
-73.43591,-9.7,
-73.43591,-9.7,
-73.45437,-9.71296,
-73.45436,-9.71358,
-73.44908,-9.68953,
-73.48864,-9.6561,
-76.115555,-4.585833,
-74.077856,-11.097306,
-58.3,-6.43333,
-57.86667,-22.41667,
-55.65,-24.45,
-67.68528,-10.42192,
-57.27449,-25.08595,
-59.24443,-23.88226,
-58.3,-6.43333,
-58.981559,-27.389153,
-74.678098,-6.069009,
-60.49709,-31.537863,
-61.190517,-30.185374,
-61.040225,-30.715913,
-61.113551,-25.021522,
-77.346278,-2.770167,
-75.005188,-9.165553,
-75.067183,-9.175849,
-75.068051,-9.175492,
-75.012077,-9.164398,
-60.995976,-30.810219,
-61.187884,-30.518225,
-61.113551,-25.021522,
-74.210861,-6.805333,
-74.212944,-6.802167,
-74.221278,-6.799333,
-74.733313,-10.928672,
-74.712163,-10.894379,
-74.713726,-10.907906,
2.344647,-41.734444,
2.344647,-41.734444,
2.356671,-41.734512,
-75.05662,-9.122468,
-74.884971,-5.846258,
-54.986686,-5.994513,
-55.181323,-5.826567,
-74.220472,-6.79625,
-74.212917,-6.803944,
-75.095686,-8.557136,
-75.183631,-8.554753,
-75.202278,-8.551556,
-75.191133,-8.551472,
-75.085839,-8.557778,
-75.203947,-8.551172,
-75.083583,-8.558028,
-75.187169,-8.549856,
-75.187525,-8.549703,
-75.099472,-8.554367,
-75.203497,-8.551256,
-75.189097,-8.550183,
-75.203947,-8.551172,
-75.201119,-8.55255,
-75.095989,-8.553739,
-75.203947,-8.551172,
-75.189097,-8.550183,
-75.187169,-8.549856,
-75.186839,-8.550039,
-75.183797,-8.554433,
-75.099644,-8.553603,
-75.204381,-8.551111,
-75.1963,-8.552661,
-75.191161,-8.551919,
-75.195683,-8.553686,
-75.186556,-8.550239,
-75.203497,-8.551256,
-75.1963,-8.552661,
-75.095686,-8.557136,
-75.203947,-8.551172,
-75.095378,-8.556383,
-75.184958,-8.551475,
-75.095989,-8.553739,
-57.848027,-25.512929,
-74.212917,-6.803944,
-74.213333,-6.805778,
-74.213333,-6.805778,
-74.213333,-6.805778,
-74.213333,-6.805778,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-74.220361,-6.794361,
-74.220361,-6.794361,
-74.220361,-6.794361,
-74.220361,-6.794361,
-65.410308,-26.744542,
-78.247626,-8.082886,
N/A,N/A,
-61.296293,-10.71789,
-61.296362,-10.717212,
-58.768272,-30.950493,
-75.01202,-6.22618,
-58.20718,-26.334566,
-58.18531,-25.141555,
-59.236908,-31.501288,
-73.577167,-6.558361,
-73.576472,-6.559389,
-56.689522,-16.531376,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-48.0490843914178,-21.7666790261926,
-57.366151,-34.034118,
-56.329651,-16.588817,
-56.329651,-16.588817,
-74.20786,-10.44628,
-74.16907,-10.46211,
-74.23372,-10.86594,
-74.10462,-10.32798,
-74.23374,-10.86594,
-74.16812,-10.45906,
-74.10965,-10.3288,
-74.10878,-10.32961,
-74.18957,-10.40363,
-74.18957,-10.40363,
-74.18951,-10.40347,
-74.18821,-10.41543,
-74.14681,-10.53657,
-74.1462,-10.53699,
-74.14681,-10.53657,
-74.05947,-10.47537,
-74.05908,-10.47578,
-74.1404,-10.51928,
-74.05908,-10.47578,
-67.797503,-10.171364,
-59.942889,-22.523898,
-74214,-6.82125,
-74.207083,-6.820722,
-74.209694,-6819,
-74.202611,-6.805694,
-73.760278,-10.245278,
-73.757778,-10.224722,
-73.792222,-10.196111,
-48.53228,-9.969537,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-56.640663,-20.099408,
-74.587393,-6.197365,
-56.208515,-33.307184,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-75.017622,-10.747281,
-75.017622,-10.747281,
-75.018172,-10.746642,
-75.018172,-10.746642,
-75.114736,-10.846814,
-74.811503,-11.026875,
-75.017622,-10.747281,
-75.017622,-10.747281,
-74.813636,-11.027547,
N/A,N/A,
-41.519722,-10.976111,
-40.860832,-10.16,
-67.583298,-8.5667,
-56.6975,-16.517556,
-56.694222,-16.524472,
-56.697494,-16.517553,
-60.332039,-22.350539,
-74.610344,-11.012333,
-74.451861,-8.310722,
-75.453861,-9.563389,
-75.520583,-9.568361,
-74.4835,-8.264083,
-74.4835,-8.264083,
-74.4835,-8.264083,
-74.83417,-5.32041,
-74.795601,-5.180153,
-74.795601,-5.180153,
-74.795601,-5.180153,
-74.795601,-5.180153,
-74.795601,-5.180153,
-74.795601,-5.180153,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.795601,-5.165154,
-74.795601,-5.180153,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.795601,-5.180153,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.810686,-5.165154,
-74.84955,-5.072627,
-74.84955,-5.072627,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-74.816226,-5.161934,
-76.743965,-8.183541,
-77.248056,-5.6805,
-74.78075,-5.669806,
-75.113889,-9.927222,
-70.622861,-3.725019,
-70.622861,-3.725019,
-74.810333,-4848,
-75.678083,-2.31675,
-75.678083,-2.31675,
-75.691528,-2.301239,
-75.678028,-2.316681,
-75.676389,-2.315278,
-75.680389,-2.318361,
-75.700444,-2.312806,
-75.6765,-2.315389,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-54.687832,-27.02369,
-59.620054,-26.793131,
-60.330734,-24.397758,
-59.439468,-29.840048,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-43.233333,-22.9,
-43.233333,-22.9,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-73.208667,-7.251278,
-73.227669,-7.225969,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-40.600278,-19.935556,
-40.426111,-20.602778,
-40.426111,-20.602778,
-41.184722,-20.603611,
-41.713056,-19.800833,
-40.600278,-19.935556,
-40.600278,-19.935556,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-67.43,-9.02,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-63.48,-6.82,
N/A,N/A,
-67.77,-10.4,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-67.77,-10.4,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-71.78,-10.98,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-65.85,-10.17,
N/A,N/A,
-75.0686,-4.32521,
-59.846134,-26.602495,
-76.87381,-8.61605,
-76.87381,-8.61605,
-76.87381,-8.61605,
-76.87363,-8.61587,
-76.87381,-8.61605,
-77.11371,-8.35537,
-76.83673,-8.05298,
-77.11814,-8.35045,
-76.83673,-8.05298,
-76.85709,-8.61304,
-76.83673,-8.05298,
-76.83739,-8.08503,
-57.751842,-16.734548,
-59.607482,-26.808598,
-58.16666,-6.8,
-59.1548,-2.83333,
N/A,N/A,
-78165,-4.44167,
-59,-23.36667,
-59,-23.36667,
-58.25,-24.28333,
-57.99443,-15.47503,
-75.183333,-3.333333,
-61.56667,-16.05,
N/A,N/A,
-57.8641,-25.1,
-83.51258,-8.69745,
N/A,N/A,
N/A,N/A,
-71.16042,-10.47873,
-80.888194,-1.070856,
-59.185281,-30.386648,
-80.843416,-1.139666,
N/A,N/A,
-83.4870175120886,-8.6986488806157,
N/A,N/A,
N/A,N/A,
-80.65663,-1.6555,
-56.666667,-16.35,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-73.10055,-4.2393,
N/A,N/A,
-54.453729,-25.680113,
-79.6126,-0.27558,
-80583,-1333,
-73.339722,-7.421667,
-73.768333,-7.4325,
-73.772222,-7.498889,
-59.622333,-23.453667,
-58.814999,-23.471832,
-66.383331,-9.58639,
-53.756318,-34.186672,
-56.189575,-16.014004,
-51.68362,-14.07861,
-51.68362,-14.07861,
-41.2851,-11.28517,
-75.57297,-9.56633,
-57.57512,-22.68592,
-58.98501,-23.40034,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-63.366667,-17.366667,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-75.88,-5.66,
-75.79,-5.8,
N/A,N/A,
N/A,N/A,
-75.98,-5.93,
-74.87,-7.5,
-75.98,-5.97,
-74.71,-6.5,
-75.75,-6.51,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-74.58,-6.18,
-75.83,-5.87,
-75.88,-5.66,
-74.77,-6.42,
-75.83,-6.56,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-75.8,-6.07,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-75.29,-6.73,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-75.02,-6.6,
N/A,N/A,
-75.15,-7.07,
-75.77,-7.18,
-75.91,-6.73,
N/A,N/A,
-74.79,-6.56,
N/A,N/A,
-75.73,-6.44,
N/A,N/A,
-75.2,-7.99,
-75.72,-5.67,
-75.61,-5.75,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-75.82,-6.86,
N/A,N/A,
-75.63,-5.62,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-75.07,-6.91,
N/A,N/A,
-75.82,-5.6,
-75.35,-7.58,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-74.866667,-6.227556,
-74.839361,-6.215611,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-74.853417,-6.205972,
-74.822361,-6.208028,
-74.813417,-6.208583,
-74.835778,-6.218083,
-74.833375,-6.215083,
-74.802528,-6.196611,
-74.833375,-6.215083,
-74.847528,-6.219417,
N/A,N/A,
-54.56349,-25.66017,
N/A,N/A,
-58.01913,-28.0155,
-58.09846,-28.03501,
-58.05301,-28.01889,
-58.12206,-28.04096,
-58.09983,-28.03648,
-58.12874,-28.04421,
-58.09845,-28035,
-58.10919,-28.03672,
-58.02204,-28.01429,
-58.02834,-28.01808,
-58.02204,-28.01429,
-54.23994,-25.70329,
-54.23975,-25.70331,
-54.23442,-25.70731,
-54.23954,-25.70327,
-54.23883,-25.70411,
-54.2377,-25.70668,
-54.23743,-25.70749,
-54.2374,-25.70747,
-54.23623,-25.70758,
-54.23588,-25.70714,
-54.23558,-25.70727,
-54.2353,-25.70711,
-54.23471,-25.70725,
-54.23423,-25.70755,
-54.23263,-25.70791,
-54.22708,-25.70843,
-54.22585,-25.70877,
-54.32362,-25.68338,
N/A,N/A,
-64.65427,-23.51384,
-58.809394,-27.478596,
-55.931433,-12.778863,
-55.166668,-5.833334,
-47.666668,-24.283333,
-47.666668,-24.283333,
N/A,N/A,
-75.45,-7.183333,
-75.333333,-7.583333,
-77.213341,-8.097215,
-77.213341,-8.097215,
-75.35,-9.5,
-76.283333,-7.85,
-75.083333,-9.95,
-75.083333,-9.95,
-63.666668,-17.450001,
-63.666668,-17.450001,
-57.700001,-16.75,
-57.700001,-16.75,
-54.316666,-33.599998,
-57.700001,-16.75,
-57.700001,-16.75,
-63.666668,-17.450001,
N/A,N/A,
-58.166668,-6.8,
N/A,N/A,
-39.299999,-10.983334,
N/A,N/A,
-55.416668,-5.783333,
-55.416668,-5.783333,
-71.783333,-4.45,
-73.26667,-3.833333,
-47.75,-24.25,
-47.75,-24.25,
-47.75,-24.25,
-76.958626,-2.634546,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-54.256221,-25.937071,
N/A,N/A,
-79.574478,-8.988504,
-49.5,-2.25,
-49.5,-2.25,
-49.5,-2.25,
-49.5,-2.25,
-49.5,-2.25,
-72,-4,
-79.487024,-9.006655,
-79.882568,-9.080558,
-49.5,-2.25,
-49.5,-2.25,
-49.5,-2.25,
-49.5,-2.25,
-59.971033,-3.027626,
-49.5,-2.25,
-79.883333,-9.35,
-79.574478,-8.988504,
-49.5,-2.25,
N/A,N/A,
-54.23954,-25.70327,
-54.23883,-25.70411,
-54.2377,-25.70668,
-54.23743,-25.70749,
-54.2374,-25.70747,
-54.23623,-25.70758,
-54.23588,-25.70714,
-54.23558,-25.70727,
-54.2353,-25.70711,
-54.23471,-25.70725,
-54.23423,-25.70755,
-54.23263,-25.70791,
-54.22708,-25.70843,
-54.22585,-25.70877,
-55.65007,-27.37131,
-54.55807,-25.72041,
-54.57153,-25.72285,
-54.54885,-25.7262,
-54.54615,-25.72777,
-54.54372,-25.72976,
-54.53634,-25.73448,
-53.88998,-27.15614,
-55.03487,-26.83106,
-54.58779,-26.19842,
-58.27193,-31.88553,
-58.11176,-27.99776,
-58022,-28.01437,
-58022,-28.01437,
-58.03784,-28.01427,
-58.03784,-28.01427,
-58.10922,-28.03674,
-58022,-28.01437,
-58.06419,-28.02342,
-58.02876,-28.01876,
-58.07629,-28.02781,
-58.09669,-28.03335,
-58.09669,-28.03335,
-58.03778,-28.01463,
-58.03778,-28.01463,
-58.12214,-28.04064,
-58.07744,-28.02881,
-58.07629,-28.02781,
-58.03778,-28.01463,
-58.07629,-28.02781,
-58.03778,-28.01463,
-58.10921,-28.03671,
-58.05971,-28.01523,
-58.06402,-28.02326,
-58.05895,-28.02213,
-58.02294,-28.01451,
-58.02294,-28.01451,
-54.55146,-25.60306,
-54.23782,-25.67426,
-54.45329,-25.67925,
-54.52684,-25.66421,
-54.16592,-25.6909,
-54.47712,-25.69226,
-54.45548,-25.67886,
-54.45237,-25.68827,
-54.45237,-25.68827,
-54475,-25.69074,
-54.47501,-25.68958,
-54.45468,-25.67912,
-54478,-25.69074,
-54.44887,-25.68316,
N/A,N/A,
-54.44891,-25.68314,
-54.44983,-25.68357,
-54271,-25.67336,
-54.45033,-25.67876,
-54.44683,-25.68198,
-54.44865,-25.68265,
-54.45607,-25.68793,
-54.24708,-25.67232,
-54.28644,-25.67456,
-54.28644,-25.67456,
-54.27079,-25.67337,
-54.27201,-25.68749,
-54.57933,-25.67571,
-54.57581,-25.68156,
-54.56392,-25.65933,
-54.17316,-25.68228,
-54.17325,-25.68258,
-54.1748,-25.68376,
-54.17726,-25.68636,
-54.17757,-25.68673,
-54.31122,-25.68692,
-54.31001,-25.68694,
-54.31021,-25.68696,
-54.30946,-25687,
-54.31182,-25.68701,
-54.30938,-25.68709,
-54.30993,-25.6871,
-54.30958,-25.68715,
-54.30696,-25.68748,
-54.30664,-25.6888,
-54.32868,-25.6798,
-54.32515,-25.68463,
-54.32502,-25.68476,
-54.32515,-25.68487,
-54.32485,-25.68497,
-54.32443,-25.68506,
-54.32546,-25.68529,
-54.32464,-25.68534,
-54.3245,-25.68538,
-54.32547,-25.68539,
-54.32039,-25.68536,
-54.31989,-25.68553,
-54.32074,-25.68555,
-54.31929,-25.68585,
-54.31791,-25.6859,
-54.31911,-25.68596,
-54.31846,-25.68604,
-54.31861,-25.68605,
-54.31735,-25.68607,
-54.31705,-25.6861,
-54.31922,-25.6862,
-54.31661,-25.68622,
-54.31881,-25.68624,
-54.31828,-25.6863,
-54.31843,-25.6863,
-54.3181,-25.68631,
-54.31906,-25.68631,
-54.31883,-25.68638,
-54.31548,-25.68662,
-54.31264,-25.68729,
-54.31281,-25.68751,
-54.31286,-25.68751,
-54.31312,-25.68751,
-54.32408,-25.69088,
-54.3239,-25.69123,
-54.34668,-25.69994,
-54.36297,-25.69133,
-54.36143,-25.69366,
-54.36054,-25.69414,
-54.36156,-25.69419,
-54.36028,-25.69522,
-54.35995,-25.6961,
-54361,-25.69689,
-54.36138,-25.69804,
-54.36146,-25.69814,
-54.36103,-25.69856,
-54.36078,-25.69889,
-54.36108,-25.69891,
-54.3612,-25.69921,
-54.3612,-25.69965,
-54.36143,-25.70111,
-54.36155,-25.70152,
-54.36145,-25.70392,
-54.36149,-25.70556,
-54.3856,-25.65802,
-54.38664,-25.65822,
-54.38759,-25.65845,
-54.39075,-25.66362,
-54.44914,-25.70395,
-54.4565,-25.67051,
-54.45394,-25.67724,
-54.38134,-25.62716,
-54.3813,-25.62726,
-54.38114,-25.62732,
-54.38061,-25.62796,
-54.38077,-25.62799,
-54.38268,-25.62951,
-54.38238,-25.63,
-54.3841,-25.63247,
-54.38495,-25.63371,
-54.47253,-25.64966,
-54.39069,-25.63909,
-54.39101,-25.63944,
-54.34375,-25.6125,
-54.34427,-25.61637,
-54.39003,-25.72926,
-54.39139,-25.72964,
-54.42444,-25.71443,
-54.42714,-25.71967,
-54.42672,-25.72063,
-54.42682,-25.72102,
-54.40628,-25.72277,
-54.31234,-25.68734,
-54.42724,-25.72181,
-54.42724,-25.72181,
-54.42796,-25.72244,
-54.42796,-25.72244,
-54.42945,-25.72964,
-54.42945,-25.72964,
-59.26423,-28.16043,
-60.82363,-26.66935,
-60.37587,-29.58279,
-60.25001,-31.28333,
-60.74947,-31.40185,
-60.74947,-31.40185,
-60.2477,-31.26314,
-54.65,-27.26667,
-54.17317,-26.37299,
-54.65,-27.26667,
-58.809394,-27.478596,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-55.65007,-27.37131,
-54.55807,-25.72041,
-54.57153,-25.72285,
-54.54885,-25.7262,
-54.54615,-25.72777,
-54.54372,-25.72976,
-54.53634,-25.73448,
-53.88998,-27.15614,
-55.03487,-26.83106,
-54.58779,-26.19842,
N/A,N/A,
N/A,N/A,
N/A,N/A,
-60.6448,-32.10339,
N/A,N/A,
-58.27193,-31.88553,
-58.11176,-27.99776,
-58022,-28.01437,
-58022,-28.01437,
-58.03784,-28.01427,
-58.03784,-28.01427,
-58.10922,-28.03674,
-58022,-28.01437,
-58.06419,-28.02342,
-58.02876,-28.01876,
-58.07629,-28.02781,
-58.09669,-28.03335,
-58.09669,-28.03335,
-58.03778,-28.01463,
-58.03778,-28.01463,
-58.12214,-28.04064,
-58.07744,-28.02881,
-58.07629,-28.02781,
-58.03778,-28.01463,
-58.07629,-28.02781,
-58.03778,-28.01463,
-58.10921,-28.03671,
-58.05971,-28.01523,
-58.06402,-28.02326,
N/A,N/A,
-58.05895,-28.02213,
-58.02294,-28.01451,
-58.02294,-28.01451,
-54.55146,-25.60306,
-54.23782,-25.67426,
-54.45329,-25.67925,
-54.52684,-25.66421,
-54.16592,-25.6909,
-54.47712,-25.69226,
-54.45548,-25.67886,
-54.45237,-25.68827,
-54.45237,-25.68827,
-54475,-25.69074,
-54.47501,-25.68958,
-54.45468,-25.67912,
-54478,-25.69074,
-54.44887,-25.68316,
-54.38402,-25.60436,
-54.44891,-25.68314,
-54.44983,-25.68357,
-54271,-25.67336,
-54.45033,-25.67876,
-54.44683,-25.68198,
-54.44865,-25.68265,
-54.45607,-25.68793,
-54.24708,-25.67232,
-54.28644,-25.67456,
-54.28644,-25.67456,
N/A,N/A,
-54.27079,-25.67337,
-54.27201,-25.68749,
-54.57933,-25.67571,
-54.57581,-25.68156,
-54.56392,-25.65933,
-54.17316,-25.68228,
-54.17325,-25.68258,
-54.1748,-25.68376,
-54.17726,-25.68636,
-54.17757,-25.68673,
-54.31122,-25.68692,
-54.31001,-25.68694,
-54.31021,-25.68696,
-54.30946,-25687,
-54.31182,-25.68701,
-54.30938,-25.68709,
-54.30993,-25.6871,
-54.30958,-25.68715,
-54.30696,-25.68748,
-54.30664,-25.6888,
-54.32868,-25.6798,
-54.32515,-25.68463,
-54.32502,-25.68476,
-54.32515,-25.68487,
-54.32485,-25.68497,
-54.32443,-25.68506,
-54.32546,-25.68529,
-54.32464,-25.68534,
-54.3245,-25.68538,
-54.32547,-25.68539,
-54.32039,-25.68536,
-54.31989,-25.68553,
-54.32074,-25.68555,
-54.31929,-25.68585,
-54.31791,-25.6859,
-54.31911,-25.68596,
-54.31846,-25.68604,
-54.31861,-25.68605,
